x,y,z,x_quat,y_quat,z_quat,w_quat,speed
89637.6355434,43159.2162561,0.0,0.0,0.0,0.9048184535022841,0.4257975648142377,8.3
89635.7318312,43161.5176381,0.0,0.0,0.0,0.9090449834628126,0.4166979938049796,8.3
89633.7847531,43163.7775397,0.0,0.0,0.0,0.9112566626678846,0.4118389184418941,8.3
89631.807161000004,43166.023901100001,0.0,0.0,0.0,0.9061282124747289,0.4230031472192053,8.3
89629.875482400006,43168.329961299998,0.0,0.0,0.0,0.8998528861386548,0.4361935158939586,8.3
89628.035229081754,43170.662010677443,0.0,0.0,0.0,0.9177818537958258,0.3970849642621808,8.3
89626.072410253269,43172.751626130637,0.0,0.0,0.0,0.9382853522340397,0.3458621080474761,8.3
89623.726125817368,43174.753338112809,0.0,0.0,0.0,0.9549218191092842,0.2968574058180384,8.3
89621.005834259253,43176.625593154662,0.0,0.0,0.0,0.8730088582006744,0.4877043505066925,8.3
89618.926756460074,43180.002393054310,0.0,0.0,0.0,0.7393036626343988,0.6733721812009782,8.3
89618.596184614638,43183.536165118414,0.0,0.0,0.0,0.5345239160797338,0.8451533488892923,8.3
89620.294944450463,43187.117496651816,0.0,0.0,0.0,0.2123559474599623,0.9771923820714025,8.3
89623.538253406557,43188.596987076409,0.0,0.0,0.0,0.0448444424506426,0.9989939819544915,8.3
89626.847388752882,43188.894678485987,0.0,0.0,0.0,-0.1340421110054537,0.9909756366718617,8.3
89629.861615343267,43188.064056120311,0.0,0.0,0.0,-0.2912390513006783,0.9566503096730178,8.3
89632.249352206258,43186.461722086075,0.0,0.0,0.0,-0.3229728231689847,0.9464082393419109,8.3
89634.697099773417,43184.570869679701,0.0,0.0,0.0,-0.3007706722451515,0.9536964940258508,8.3
89637.2185154,43182.8048442,0.0,0.0,0.0,-0.16309707481772462,0.9866100263963982,8.3
89639.9822828,43181.8654118,0.0,0.0,0.0,-0.010236687938377616,0.9999476037373419,8.3
89642.8997601,43181.8056718,0.0,0.0,0.0,0.09308971293312407,0.9956577249969131,8.3
89645.8452275,43182.3613059,0.0,0.0,0.0,0.17807506128305492,0.9840169066378058,8.3
89648.6392499,43183.4067994,0.0,0.0,0.0,0.2411108788165292,0.9704975755334585,8.3
89651.2792464,43184.8048551,0.0,0.0,0.0,0.2339750928861401,0.9722425910794703,8.3
89653.9579201,43186.1733861,0.0,0.0,0.0,0.19750779225370946,0.9803013169424315,8.3
89656.6963393,43187.3235285,0.0,0.0,0.0,-0.1002350191444513,0.9949637887567122,8.3
89659.677889211758,43187.846258688689,0.0,0.0,0.0,-0.3403752109828141,0.9402896977785117,8.3
89662.924725630990,43187.185363191995,0.0,0.0,0.0,-0.5579998281701778,0.8298410641575000,8.3
89665.009317789532,43185.448579079515,0.0,0.0,0.0,-0.7635289828665996,0.6457735611827847,8.3
89666.435053350637,43181.948781319414,0.0,0.0,0.0,-0.9370525364675233,0.3491884074533129,8.3
89665.836164406632,43178.390035818942,0.0,0.0,0.0,-0.9945543361770375,0.1042193474910125,8.3
89663.363095226596,43176.249656588647,0.0,0.0,0.0,-0.9996850181081031,0.0250971028248621,8.3
89660.208858152284,43175.581251876894,0.0,0.0,0.0,-0.9971781210849405,0.07507193103622414,8.3
89657.2102013,43175.4305943,0.0,0.0,0.0,-0.9972539196028841,0.07405821923787008,8.3
89654.2806368,43174.9930699,0.0,0.0,0.0,-0.9994026571253026,0.034559064380922884,8.3
89651.40001363785,43174.7936091067,0.0,0.0,0.0,-0.9834601309586625,0.1811247382738496,8.3
89648.40297902725,43173.65091709882,0.0,0.0,0.0,-0.9471330268893299,0.32084112793632924,8.3
89646.11357758859,43171.8987893534,0.0,0.0,0.0,-0.8359515075847935,0.5488033135529622,8.3
89645.15619153244,43169.68958480483,0.0,0.0,0.0,-0.6423205122637059,0.7664361418443747,8.3
89645.69732278158,43166.64240611715,0.0,0.0,0.0,-0.47630559460319444,0.8792798078823927,8.3
89647.23746556757,43164.280842634194,0.0,0.0,0.0,-0.4026007258922369,0.9153756909111384,8.3
89649.02619,43162.3300419,0.0,0.0,0.0,-0.21225915536109857,0.9772134111673831,8.3
89651.7586664,43161.0842303,0.0,0.0,0.0,-0.19573755537508275,0.9806563156456937,8.3
89654.5054536,43159.9422239,0.0,0.0,0.0,-0.05278493969535571,0.9986059033178993,8.3
89657.4697214,43159.6279716,0.0,0.0,0.0,0.1411861230448185,0.9899830698853256,8.3
89661.884051875721,43162.503860937912,0.0,0.0,0.0,0.6502756110768559,0.7596983807002761,8.3
89662.376359297734,43165.656587026970,0.0,0.0,0.0,0.6372668133147149,0.7706432434322047,8.3
89663.099304764823,43169.438018303939,0.0,0.0,0.0,0.4403572525494764,0.8978226384576614,8.3
89666.602247133414,43173.962678353862,0.0,0.0,0.0,-0.0007103128138559,0.9999997477278214,8.3
89672.156420017927,43173.954787947550,0.0,0.0,0.0,-0.4056014448679580,0.9140500357863485,8.3
89674.690640864210,43171.154274769266,0.0,0.0,0.0,-0.4939825963393009,0.8694717905222017,8.3
89676.407915220887,43168.272906507744,0.0,0.0,0.0,-0.5534106529582762,0.8329085479164531,8.3
89677.603711262229,43165.427854816829,0.0,0.0,0.0,-0.5375655512818696,0.8432219625193711,8.3
89677.603711262229,43165.427854816829,0.0,0.0,0.0,-0.5375655512818696,0.8432219625193711,8.3
89678.8681197,43162.7118511,0.0,0.0,0.0,-0.6013346264321142,0.7989972885146418,8.3
89679.6925565,43159.8496954,0.0,0.0,0.0,-0.7061737775748178,0.70803855535254,8.3
89679.7003982,43156.8762018,0.0,0.0,0.0,-0.8080324855597675,0.5891379314558723,8.3
89678.7977386,43154.0661426,0.0,0.0,0.0,-0.8853121205988576,0.46499725711100043,8.3
89677.1083911,43151.6154561,0.0,0.0,0.0,-0.9404983717076164,0.33979819424964897,8.3
89674.8028642,43149.6993879,0.0,0.0,0.0,-0.9739198258370323,0.22689242570338192,8.3
89672.1227492,43148.3789591,0.0,0.0,0.0,-0.9891849951871773,0.14667326033242728,8.3
89669.3292198,43147.5319041,0.0,0.0,0.0,-0.9971812764698786,0.07503000638346888,8.3
89666.3609214,43147.0826789,0.0,0.0,0.0,-0.9961427292799749,0.08774772306243922,8.3
89663.3324443,43146.5449646,0.0,0.0,0.0,-0.9961040565947387,0.08818564755959844,8.3
89660.26624102752,43145.99777050809,0.0,0.0,0.0,-0.9195406588245078,0.39299488135164085,8.3
89658.22659247309,43143.86474542671,0.0,0.0,0.0,-0.8258065686174717,0.5639534654811841,8.3
89657.0352283,43140.8154564,0.0,0.0,0.0,-0.7950627518188138,0.6065271804876474,8.3
89656.238542,43137.9077219,0.0,0.0,0.0,-0.7217227685043043,0.6921822342580619,8.3
89656.10369295724,43134.68197608961,0.0,0.0,0.0,-0.6670340049818302,0.7450272721168667,8.3
89656.39507132217,43132.052333130945,0.0,0.0,0.0,-0.7175954589268114,0.6964601620535226,8.3
89656.31182036076,43129.26800529235,0.0,0.0,0.0,-0.7714316591200658,0.6363121838431687,8.3
89655.56256170811,43125.400883294315,0.0,0.0,0.0,-0.8829995660205537,0.46937380242991167,8.3
89654.1702684,43123.3377092,0.0,0.0,0.0,-0.9546094490859497,0.29786036949520417,8.3
89651.77927132975,43121.68467914323,0.0,0.0,0.0,-0.9985232683338354,0.054325708425343025,8.3
89648.70052128557,43121.34867931021,0.0,0.0,0.0,-0.9999794267115556,0.00641452676576532,8.3
89645.284574808,43121.39250537539,0.0,0.0,0.0,-0.9999794267115556,0.00641452676576532,8.3
89638.68207722215,43122.21279718054,0.0,0.0,0.0,0.9622001654295769,0.27234324233822105,8.3
